writer_id,character,source_txt,image_path
W1,XN,assamese_data/Online Handwritten Assamese Characters Dataset/W1/152.1.txt,cnn_data/images_128/W1/W1__XN__152.1.png
W1,MF,assamese_data/Online Handwritten Assamese Characters Dataset/W1/153.1.txt,cnn_data/images_128/W1/W1__MF__153.1.png
W1,BB,assamese_data/Online Handwritten Assamese Characters Dataset/W1/154.1.txt,cnn_data/images_128/W1/W1__BB__154.1.png
W1,LB,assamese_data/Online Handwritten Assamese Characters Dataset/W1/155.1.txt,cnn_data/images_128/W1/W1__LB__155.1.png
W1,LM,assamese_data/Online Handwritten Assamese Characters Dataset/W1/156.1.txt,cnn_data/images_128/W1/W1__LM__156.1.png
W1,BHM,assamese_data/Online Handwritten Assamese Characters Dataset/W1/157.1.txt,cnn_data/images_128/W1/W1__BHM__157.1.png
W1,ML,assamese_data/Online Handwritten Assamese Characters Dataset/W1/158.1.txt,cnn_data/images_128/W1/W1__ML__158.1.png
W1,SL,assamese_data/Online Handwritten Assamese Characters Dataset/W1/159.1.txt,cnn_data/images_128/W1/W1__SL__159.1.png
W1,NG,assamese_data/Online Handwritten Assamese Characters Dataset/W1/16.1.txt,cnn_data/images_128/W1/W1__NG__16.1.png
W1,PS,assamese_data/Online Handwritten Assamese Characters Dataset/W1/160.1.txt,cnn_data/images_128/W1/W1__PS__160.1.png
W1,KHR,assamese_data/Online Handwritten Assamese Characters Dataset/W1/161.1.txt,cnn_data/images_128/W1/W1__KHR__161.1.png
W1,GR,assamese_data/Online Handwritten Assamese Characters Dataset/W1/162.1.txt,cnn_data/images_128/W1/W1__GR__162.1.png
W1,GHR,assamese_data/Online Handwritten Assamese Characters Dataset/W1/163.1.txt,cnn_data/images_128/W1/W1__GHR__163.1.png
W1,JR,assamese_data/Online Handwritten Assamese Characters Dataset/W1/164.1.txt,cnn_data/images_128/W1/W1__JR__164.1.png
W1,TRR,assamese_data/Online Handwritten Assamese Characters Dataset/W1/165.1.txt,cnn_data/images_128/W1/W1__TRR__165.1.png
W1,DRR,assamese_data/Online Handwritten Assamese Characters Dataset/W1/166.1.txt,cnn_data/images_128/W1/W1__DRR__166.1.png
W1,DHRR,assamese_data/Online Handwritten Assamese Characters Dataset/W1/167.1.txt,cnn_data/images_128/W1/W1__DHRR__167.1.png
W1,PRR,assamese_data/Online Handwritten Assamese Characters Dataset/W1/168.1.txt,cnn_data/images_128/W1/W1__PRR__168.1.png
W1,BRR,assamese_data/Online Handwritten Assamese Characters Dataset/W1/169.1.txt,cnn_data/images_128/W1/W1__BRR__169.1.png
W1,CA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/17.1.txt,cnn_data/images_128/W1/W1__CA__17.1.png
W1,MRR,assamese_data/Online Handwritten Assamese Characters Dataset/W1/170.1.txt,cnn_data/images_128/W1/W1__MRR__170.1.png
W1,TSR,assamese_data/Online Handwritten Assamese Characters Dataset/W1/171.1.txt,cnn_data/images_128/W1/W1__TSR__171.1.png
W1,DSR,assamese_data/Online Handwritten Assamese Characters Dataset/W1/172.1.txt,cnn_data/images_128/W1/W1__DSR__172.1.png
W1,HRR,assamese_data/Online Handwritten Assamese Characters Dataset/W1/173.1.txt,cnn_data/images_128/W1/W1__HRR__173.1.png
W1,SUNYA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/174.1.txt,cnn_data/images_128/W1/W1__SUNYA__174.1.png
W1,EK,assamese_data/Online Handwritten Assamese Characters Dataset/W1/175.1.txt,cnn_data/images_128/W1/W1__EK__175.1.png
W1,DUI,assamese_data/Online Handwritten Assamese Characters Dataset/W1/176.1.txt,cnn_data/images_128/W1/W1__DUI__176.1.png
W1,TINI,assamese_data/Online Handwritten Assamese Characters Dataset/W1/177.1.txt,cnn_data/images_128/W1/W1__TINI__177.1.png
W1,CARI,assamese_data/Online Handwritten Assamese Characters Dataset/W1/178.1.txt,cnn_data/images_128/W1/W1__CARI__178.1.png
W1,PAC,assamese_data/Online Handwritten Assamese Characters Dataset/W1/179.1.txt,cnn_data/images_128/W1/W1__PAC__179.1.png
W1,CCA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/18.1.txt,cnn_data/images_128/W1/W1__CCA__18.1.png
W1,CAY,assamese_data/Online Handwritten Assamese Characters Dataset/W1/180.1.txt,cnn_data/images_128/W1/W1__CAY__180.1.png
W1,XAT,assamese_data/Online Handwritten Assamese Characters Dataset/W1/181.1.txt,cnn_data/images_128/W1/W1__XAT__181.1.png
W1,ATH,assamese_data/Online Handwritten Assamese Characters Dataset/W1/182.1.txt,cnn_data/images_128/W1/W1__ATH__182.1.png
W1,NAA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/183.1.txt,cnn_data/images_128/W1/W1__NAA__183.1.png
W1,JA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/19.1.txt,cnn_data/images_128/W1/W1__JA__19.1.png
W1,AA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/2.1.txt,cnn_data/images_128/W1/W1__AA__2.1.png
W1,JHA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/20.1.txt,cnn_data/images_128/W1/W1__JHA__20.1.png
W1,NIYA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/21.1.txt,cnn_data/images_128/W1/W1__NIYA__21.1.png
W1,MTA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/22.1.txt,cnn_data/images_128/W1/W1__MTA__22.1.png
W1,MTHA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/23.1.txt,cnn_data/images_128/W1/W1__MTHA__23.1.png
W1,MDA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/24.1.txt,cnn_data/images_128/W1/W1__MDA__24.1.png
W1,MDHA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/25.1.txt,cnn_data/images_128/W1/W1__MDHA__25.1.png
W1,MNA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/26.1.txt,cnn_data/images_128/W1/W1__MNA__26.1.png
W1,TA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/27.1.txt,cnn_data/images_128/W1/W1__TA__27.1.png
W1,THA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/28.1.txt,cnn_data/images_128/W1/W1__THA__28.1.png
W1,DA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/29.1.txt,cnn_data/images_128/W1/W1__DA__29.1.png
W1,E,assamese_data/Online Handwritten Assamese Characters Dataset/W1/3.1.txt,cnn_data/images_128/W1/W1__E__3.1.png
W1,DHA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/30.1.txt,cnn_data/images_128/W1/W1__DHA__30.1.png
W1,NA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/31.1.txt,cnn_data/images_128/W1/W1__NA__31.1.png
W1,PA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/32.1.txt,cnn_data/images_128/W1/W1__PA__32.1.png
W1,PHA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/33.1.txt,cnn_data/images_128/W1/W1__PHA__33.1.png
W1,BA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/34.1.txt,cnn_data/images_128/W1/W1__BA__34.1.png
W1,BHA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/35.1.txt,cnn_data/images_128/W1/W1__BHA__35.1.png
W1,MA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/36.1.txt,cnn_data/images_128/W1/W1__MA__36.1.png
W1,AJA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/37.1.txt,cnn_data/images_128/W1/W1__AJA__37.1.png
W1,RA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/38.1.txt,cnn_data/images_128/W1/W1__RA__38.1.png
W1,LA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/39.1.txt,cnn_data/images_128/W1/W1__LA__39.1.png
W1,EE,assamese_data/Online Handwritten Assamese Characters Dataset/W1/4.1.txt,cnn_data/images_128/W1/W1__EE__4.1.png
W1,WA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/40.1.txt,cnn_data/images_128/W1/W1__WA__40.1.png
W1,TXA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/41.1.txt,cnn_data/images_128/W1/W1__TXA__41.1.png
W1,MXA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/42.1.txt,cnn_data/images_128/W1/W1__MXA__42.1.png
W1,DXA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/43.1.txt,cnn_data/images_128/W1/W1__DXA__43.1.png
W1,HA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/44.1.txt,cnn_data/images_128/W1/W1__HA__44.1.png
W1,KHYA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/45.1.txt,cnn_data/images_128/W1/W1__KHYA__45.1.png
W1,AYA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/46.1.txt,cnn_data/images_128/W1/W1__AYA__46.1.png
W1,DRA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/47.1.txt,cnn_data/images_128/W1/W1__DRA__47.1.png
W1,DHRA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/48.1.txt,cnn_data/images_128/W1/W1__DHRA__48.1.png
W1,KTA,assamese_data/Online Handwritten Assamese Characters Dataset/W1/49.1.txt,cnn_data/images_128/W1/W1__KTA__49.1.png
W1,U,assamese_data/Online Handwritten Assamese Characters Dataset/W1/5.1.txt,cnn_data/images_128/W1/W1__U__5.1.png
W1,ANSR,assamese_data/Online Handwritten Assamese Characters Dataset/W1/50.1.txt,cnn_data/images_128/W1/W1__ANSR__50.1.png
W1,BXG,assamese_data/Online Handwritten Assamese Characters Dataset/W1/51.1.txt,cnn_data/images_128/W1/W1__BXG__51.1.png
W1,CBN,assamese_data/Online Handwritten Assamese Characters Dataset/W1/52.1.txt,cnn_data/images_128/W1/W1__CBN__52.1.png
W1,KK,assamese_data/Online Handwritten Assamese Characters Dataset/W1/53.1.txt,cnn_data/images_128/W1/W1__KK__53.1.png
W1,KT,assamese_data/Online Handwritten Assamese Characters Dataset/W1/54.1.txt,cnn_data/images_128/W1/W1__KT__54.1.png
W1,KTT,assamese_data/Online Handwritten Assamese Characters Dataset/W1/55.1.txt,cnn_data/images_128/W1/W1__KTT__55.1.png
W1,KS,assamese_data/Online Handwritten Assamese Characters Dataset/W1/56.1.txt,cnn_data/images_128/W1/W1__KS__56.1.png
W1,KL,assamese_data/Online Handwritten Assamese Characters Dataset/W1/57.1.txt,cnn_data/images_128/W1/W1__KL__57.1.png
W1,KM,assamese_data/Online Handwritten Assamese Characters Dataset/W1/58.1.txt,cnn_data/images_128/W1/W1__KM__58.1.png
W1,GL,assamese_data/Online Handwritten Assamese Characters Dataset/W1/59.1.txt,cnn_data/images_128/W1/W1__GL__59.1.png
W1,UU,assamese_data/Online Handwritten Assamese Characters Dataset/W1/6.1.txt,cnn_data/images_128/W1/W1__UU__6.1.png
W1,CC,assamese_data/Online Handwritten Assamese Characters Dataset/W1/60.1.txt,cnn_data/images_128/W1/W1__CC__60.1.png
W1,CCC,assamese_data/Online Handwritten Assamese Characters Dataset/W1/61.1.txt,cnn_data/images_128/W1/W1__CCC__61.1.png
W1,JJ,assamese_data/Online Handwritten Assamese Characters Dataset/W1/62.1.txt,cnn_data/images_128/W1/W1__JJ__62.1.png
W1,JB,assamese_data/Online Handwritten Assamese Characters Dataset/W1/63.1.txt,cnn_data/images_128/W1/W1__JB__63.1.png
W1,BJ,assamese_data/Online Handwritten Assamese Characters Dataset/W1/64.1.txt,cnn_data/images_128/W1/W1__BJ__64.1.png
W1,GN,assamese_data/Online Handwritten Assamese Characters Dataset/W1/65.1.txt,cnn_data/images_128/W1/W1__GN__65.1.png
W1,TN,assamese_data/Online Handwritten Assamese Characters Dataset/W1/66.1.txt,cnn_data/images_128/W1/W1__TN__66.1.png
W1,JJB,assamese_data/Online Handwritten Assamese Characters Dataset/W1/67.1.txt,cnn_data/images_128/W1/W1__JJB__67.1.png
W1,LG,assamese_data/Online Handwritten Assamese Characters Dataset/W1/68.1.txt,cnn_data/images_128/W1/W1__LG__68.1.png
W1,TT,assamese_data/Online Handwritten Assamese Characters Dataset/W1/69.1.txt,cnn_data/images_128/W1/W1__TT__69.1.png
W1,REE,assamese_data/Online Handwritten Assamese Characters Dataset/W1/7.1.txt,cnn_data/images_128/W1/W1__REE__7.1.png
W1,GDH,assamese_data/Online Handwritten Assamese Characters Dataset/W1/70.1.txt,cnn_data/images_128/W1/W1__GDH__70.1.png
W1,GM,assamese_data/Online Handwritten Assamese Characters Dataset/W1/71.1.txt,cnn_data/images_128/W1/W1__GM__71.1.png
W1,GHN,assamese_data/Online Handwritten Assamese Characters Dataset/W1/72.1.txt,cnn_data/images_128/W1/W1__GHN__72.1.png
W1,MDD,assamese_data/Online Handwritten Assamese Characters Dataset/W1/73.1.txt,cnn_data/images_128/W1/W1__MDD__73.1.png
W1,NT,assamese_data/Online Handwritten Assamese Characters Dataset/W1/74.1.txt,cnn_data/images_128/W1/W1__NT__74.1.png
W1,NN,assamese_data/Online Handwritten Assamese Characters Dataset/W1/75.1.txt,cnn_data/images_128/W1/W1__NN__75.1.png
W1,NMM,assamese_data/Online Handwritten Assamese Characters Dataset/W1/76.1.txt,cnn_data/images_128/W1/W1__NMM__76.1.png
W1,TTT,assamese_data/Online Handwritten Assamese Characters Dataset/W1/77.1.txt,cnn_data/images_128/W1/W1__TTT__77.1.png
W1,TTB,assamese_data/Online Handwritten Assamese Characters Dataset/W1/78.1.txt,cnn_data/images_128/W1/W1__TTB__78.1.png
W1,TM,assamese_data/Online Handwritten Assamese Characters Dataset/W1/79.1.txt,cnn_data/images_128/W1/W1__TM__79.1.png
W1,AE,assamese_data/Online Handwritten Assamese Characters Dataset/W1/8.1.txt,cnn_data/images_128/W1/W1__AE__8.1.png
W1,TR,assamese_data/Online Handwritten Assamese Characters Dataset/W1/80.1.txt,cnn_data/images_128/W1/W1__TR__80.1.png
W1,NTT,assamese_data/Online Handwritten Assamese Characters Dataset/W1/81.1.txt,cnn_data/images_128/W1/W1__NTT__81.1.png
W1,RRG,assamese_data/Online Handwritten Assamese Characters Dataset/W1/82.1.txt,cnn_data/images_128/W1/W1__RRG__82.1.png
W1,NDD,assamese_data/Online Handwritten Assamese Characters Dataset/W1/83.1.txt,cnn_data/images_128/W1/W1__NDD__83.1.png
W1,NTH,assamese_data/Online Handwritten Assamese Characters Dataset/W1/84.1.txt,cnn_data/images_128/W1/W1__NTH__84.1.png
W1,NDH,assamese_data/Online Handwritten Assamese Characters Dataset/W1/85.1.txt,cnn_data/images_128/W1/W1__NDH__85.1.png
W1,NNN,assamese_data/Online Handwritten Assamese Characters Dataset/W1/86.1.txt,cnn_data/images_128/W1/W1__NNN__86.1.png
W1,NB,assamese_data/Online Handwritten Assamese Characters Dataset/W1/87.1.txt,cnn_data/images_128/W1/W1__NB__87.1.png
W1,NS,assamese_data/Online Handwritten Assamese Characters Dataset/W1/88.1.txt,cnn_data/images_128/W1/W1__NS__88.1.png
W1,NM,assamese_data/Online Handwritten Assamese Characters Dataset/W1/89.1.txt,cnn_data/images_128/W1/W1__NM__89.1.png
W1,OI,assamese_data/Online Handwritten Assamese Characters Dataset/W1/9.1.txt,cnn_data/images_128/W1/W1__OI__9.1.png
W1,DB,assamese_data/Online Handwritten Assamese Characters Dataset/W1/90.1.txt,cnn_data/images_128/W1/W1__DB__90.1.png
W1,QJ,assamese_data/Online Handwritten Assamese Characters Dataset/W1/91.1.txt,cnn_data/images_128/W1/W1__QJ__91.1.png
W1,PTT,assamese_data/Online Handwritten Assamese Characters Dataset/W1/92.1.txt,cnn_data/images_128/W1/W1__PTT__92.1.png
W1,PL,assamese_data/Online Handwritten Assamese Characters Dataset/W1/93.1.txt,cnn_data/images_128/W1/W1__PL__93.1.png
W1,DV,assamese_data/Online Handwritten Assamese Characters Dataset/W1/94.1.txt,cnn_data/images_128/W1/W1__DV__94.1.png
W1,BL,assamese_data/Online Handwritten Assamese Characters Dataset/W1/95.1.txt,cnn_data/images_128/W1/W1__BL__95.1.png
W1,BD,assamese_data/Online Handwritten Assamese Characters Dataset/W1/96.1.txt,cnn_data/images_128/W1/W1__BD__96.1.png
W1,TB,assamese_data/Online Handwritten Assamese Characters Dataset/W1/97.1.txt,cnn_data/images_128/W1/W1__TB__97.1.png
W1,MM,assamese_data/Online Handwritten Assamese Characters Dataset/W1/98.1.txt,cnn_data/images_128/W1/W1__MM__98.1.png
W1,MV,assamese_data/Online Handwritten Assamese Characters Dataset/W1/99.1.txt,cnn_data/images_128/W1/W1__MV__99.1.png
W10,A,assamese_data/Online Handwritten Assamese Characters Dataset/W10/1.10.txt,cnn_data/images_128/W10/W10__A__1.10.png
W10,O,assamese_data/Online Handwritten Assamese Characters Dataset/W10/10.10.txt,cnn_data/images_128/W10/W10__O__10.10.png
W10,MP,assamese_data/Online Handwritten Assamese Characters Dataset/W10/100.10.txt,cnn_data/images_128/W10/W10__MP__100.10.png
W10,MN,assamese_data/Online Handwritten Assamese Characters Dataset/W10/101.10.txt,cnn_data/images_128/W10/W10__MN__101.10.png
W10,NTR,assamese_data/Online Handwritten Assamese Characters Dataset/W10/102.10.txt,cnn_data/images_128/W10/W10__NTR__102.10.png
W10,MB,assamese_data/Online Handwritten Assamese Characters Dataset/W10/103.10.txt,cnn_data/images_128/W10/W10__MB__103.10.png
W10,LK,assamese_data/Online Handwritten Assamese Characters Dataset/W10/104.10.txt,cnn_data/images_128/W10/W10__LK__104.10.png
W10,MND,assamese_data/Online Handwritten Assamese Characters Dataset/W10/105.10.txt,cnn_data/images_128/W10/W10__MND__105.10.png
W10,FK,assamese_data/Online Handwritten Assamese Characters Dataset/W10/106.10.txt,cnn_data/images_128/W10/W10__FK__106.10.png
W10,LD,assamese_data/Online Handwritten Assamese Characters Dataset/W10/107.10.txt,cnn_data/images_128/W10/W10__LD__107.10.png
W10,LL,assamese_data/Online Handwritten Assamese Characters Dataset/W10/108.10.txt,cnn_data/images_128/W10/W10__LL__108.10.png
W10,LP,assamese_data/Online Handwritten Assamese Characters Dataset/W10/109.10.txt,cnn_data/images_128/W10/W10__LP__109.10.png
W10,OU,assamese_data/Online Handwritten Assamese Characters Dataset/W10/11.10.txt,cnn_data/images_128/W10/W10__OU__11.10.png
W10,LT,assamese_data/Online Handwritten Assamese Characters Dataset/W10/110.10.txt,cnn_data/images_128/W10/W10__LT__110.10.png
W10,SN,assamese_data/Online Handwritten Assamese Characters Dataset/W10/111.10.txt,cnn_data/images_128/W10/W10__SN__111.10.png
W10,SC,assamese_data/Online Handwritten Assamese Characters Dataset/W10/112.10.txt,cnn_data/images_128/W10/W10__SC__112.10.png
W10,SM,assamese_data/Online Handwritten Assamese Characters Dataset/W10/113.10.txt,cnn_data/images_128/W10/W10__SM__113.10.png
W10,SB,assamese_data/Online Handwritten Assamese Characters Dataset/W10/114.10.txt,cnn_data/images_128/W10/W10__SB__114.10.png
W10,FN,assamese_data/Online Handwritten Assamese Characters Dataset/W10/115.10.txt,cnn_data/images_128/W10/W10__FN__115.10.png
W10,FT,assamese_data/Online Handwritten Assamese Characters Dataset/W10/116.10.txt,cnn_data/images_128/W10/W10__FT__116.10.png
W10,SK,assamese_data/Online Handwritten Assamese Characters Dataset/W10/117.10.txt,cnn_data/images_128/W10/W10__SK__117.10.png
W10,SSTH,assamese_data/Online Handwritten Assamese Characters Dataset/W10/118.10.txt,cnn_data/images_128/W10/W10__SSTH__118.10.png
W10,SSM,assamese_data/Online Handwritten Assamese Characters Dataset/W10/119.10.txt,cnn_data/images_128/W10/W10__SSM__119.10.png
W10,KA,assamese_data/Online Handwritten Assamese Characters Dataset/W10/12.10.txt,cnn_data/images_128/W10/W10__KA__12.10.png
W10,SSN,assamese_data/Online Handwritten Assamese Characters Dataset/W10/120.10.txt,cnn_data/images_128/W10/W10__SSN__120.10.png
